,label,text,tense,direction,over-polarity
4005,disgust,"""Once when I was studying for my examination, I was asked to do some work which was unavoidable.""",xxpre xxpas xxfut,xxoth,xxneg
4006,sadness,My mother's death.,xxpre xxpas,xxsel,xxneg
4007,anger,"""When I was deputy manager during the Summer, certain deputies took liberties, more than what was normal.""",,xxoth,xxneg
4008,sadness,It was when I failed standard 8 exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did.,xxpre xxpas,xxsel,xxneg
4009,sadness,I put in two years of hard work and it was neither looked at nor appreciated.,xxpre xxpas,xxsel,xxneg
4010,fear,Finding myself alone in a public toilet block with a man known to have had great psychological disturbances.,xxfut xxpas,xxsel,xxneg
4011,joy,I didn't like my former fob and felt joy when I received a telegram offering me a new one that I though better and for which I had been waiting.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4012,guilt,My girlfriend's results in school had become worse because I prevented her from learning (we often went out etc.).,xxpre xxpas xxfut,xxoth,xxneg
4013,sadness,When my girlfriend was afraid and anxious the day before taking her exam.,xxpre xxpas,xxsel,xxneg
4014,joy,When I had achieved a goal indirectly. I work for CAL Football and our 2nd win of the season was very gratifying and brought our joy because of the hard work involved and the fact that no one expected we would win.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4015,sadness,"""When my wife died in hospital, she was pregnant and had undergone an operation.""",xxpre xxpas,xxsel,xxneg
4016,sadness,My best friend got married and left her home-town to go and live in Poona.  After her wedding I felt sad.,xxpre xxpas,xxsel,xxneg
4017,joy,When I was selected to start Form I at Chilumba Secondary School out of the 100 pupils I was among the 4 who were successful. Family History showed that I had done better than all my brothers who had passed after repeating for several times.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4018,joy,When my boyfriend came form Rumphi to Lilongwe for a visit I was very happy to see him and couldn't believe it was him with me.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4019,disgust,"""I was looking after a dying patient at work one night, a young woman, my colleague was talking to her relatives and .... to offer them any support emotionally, physically and then sent them down to the coffee shop to have a dinner rather than offering the facilities available for their use cause it involved her having to do some work. Seeing them again I felt disgusted at her attitude.""",xxpre xxpas xxfut,xxoth,xxneg
4020,shame,"""A few months back I had gone to my friend's place and they offered me tea and coffee.  I do not have the habit of drinking tea or coffee and so they offered me a glass of milk instead, so I felt ashamed.""",,xxsel,xxneg
4021,disgust,"""In a study group, a person always liked to argue on some unimportant, irrelevant and minor points.  He tried to persuade    others in an unfriendly way.  He was obstinate and would not accept  other's point of view.""",xxpre xxpas xxfut,xxoth,xxneg
4022,joy,Found out my wife (girl-friend?) pregnant.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4023,disgust,I felt disgusted while studying for my applied psychology and mental testing papers in B.A.,xxpre xxpas xxfut,xxoth,xxneg
4024,shame,I travelled on a bus and I forgot to punch the ticket. A ticket collector came in and I had to pay the fine. I did it with a feeling of shame.,,xxsel,xxneg
4025,shame,A friend catched me while masturbating. I am not fully sure whether she saw it or not.,,xxsel,xxneg
4026,shame,"""Put down by my father - at a family outing at mutual family friends dinner. Told """"Not to Speak"""". The attitude by him was negative/I was in mid 20s, I had done many things - a wide range of experiences. Probably greater than he.""",,xxsel,xxneg
4027,sadness,"""A person I really like left for overseas for a few months, I had hoped to go out with her soon.""",xxpre xxpas,xxsel,xxneg
4028,joy,My old boyfriend - yes the same one - asked me out. We had a good time. Then he asked me out the following week. He actually took interest.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4029,fear,Waiting for a taxi - when within 1/2 an hour two separate people challenged me to fight for no apparent reason except they were drunk.,xxfut xxpas,xxsel,xxneg
4030,anger,"""A honest """"sliding"""" on the part of a girlfriend of mine. Terribly crossed I started breaking things and tearing books.""",,xxoth,xxneg
4031,fear,When my mother entered surgery for a quadruple heart bypass. I felt intense fear at the time she was actually wheeled away.,xxfut xxpas,xxsel,xxneg
4032,sadness,On rising. No apparent reason.,xxpre xxpas,xxsel,xxneg
4033,fear,In the real sense of the word I experienced fear in my first months in the army. During my first night of duty. The cause for all this was a bear. I became panic sticken (may be for the first time) and even forgot that I had a gun.,xxfut xxpas,xxsel,xxneg
4034,disgust,"""In the morning, the cat of my landlady had vomited on the floor, near the staircase I take to go to the bathroom.""",xxpre xxpas xxfut,xxoth,xxneg
4035,disgust,Grovelling people.,xxpre xxpas xxfut,xxoth,xxneg
4036,sadness,Leaving the house myself and a female friend had shared for 6-8 months because of the friendship which developed and our approach to each other in occasional instances of several personal crises.,xxpre xxpas,xxsel,xxneg
4037,fear,"""I was in a train where a fight occurred. One person who was there opened his handbag and took out a gun, another who fought too looked among his things for a weapon to fight.""",xxfut xxpas,xxsel,xxneg
4038,fear,"""I live outside Graz - so I have to go by bus. One day I went home from the bus stop alone. It was dark, I had to go through a forest and there was a dark figure behind me. I was very frightened.""",xxfut xxpas,xxsel,xxneg
4039,shame,I fell off a bike in the presence of a lot of people.,,xxsel,xxneg
4040,guilt,One day I found an incontinent man in the ward. This patient had a guardian who couldn't give him a bath. So I just left him like that but felt guilty until I went back to give him a bath.,xxpre xxpas xxfut,xxoth,xxneg
4041,anger,"""When I saw a car run over a child, out of carelessness.""",,xxoth,xxneg
4042,disgust,"""When I was taking my girlfriend out, she seemed to have taken her time.""",xxpre xxpas xxfut,xxoth,xxneg
4043,disgust,Class leader told me to collect homework for him.,xxpre xxpas xxfut,xxoth,xxneg
4044,fear,"""One day during our clinical practices, we had a very ill patient. Unfortunately the patient passed away. I had seen him dying and it was the first experience. During the night I became afraid fearing the dead body.""",xxfut xxpas,xxsel,xxneg
4045,anger,I was angry when my boyfriend did not turn up as promised.,,xxoth,xxneg
4046,disgust,"""When one finds out that someone you know is not at all like one had thought, for instance friends who steal and things like that, quite unwarranted.""",xxpre xxpas xxfut,xxoth,xxneg
4047,anger,When my boyfriend went away for a month long holiday without me.,,xxoth,xxneg
4048,fear,Walking out from the biology building.,xxfut xxpas,xxsel,xxneg
4049,anger,I was with my family and we found some abandoned puppies.  I wanted to help them but everyone said no.  We then left.,,xxoth,xxneg
4050,sadness,"""My mother was stuck by an apoplectic fit, was hemi-paralyzed and suffered an aphasia.""",xxpre xxpas,xxsel,xxneg
4051,fear,"""I was diving below the ice, in a cave, at a depth of 26 metres.  Visibility was almost zero and the oxygen level decreased threateningly.  There were three of us divers on one safety rope.""",xxfut xxpas,xxsel,xxneg
4052,sadness,"""After hearing the news about the death of my sister, I felt very sad.""",xxpre xxpas,xxsel,xxneg
4053,joy,A person whom I had not seen for a long time called me and invited me for a party.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4054,fear,"""A fall during a climb, with almost with no previous experience.""",xxfut xxpas,xxsel,xxneg
4055,sadness,"""I heard that a friend had died in an accident; group situation: suddenly a friend came in and said """"Have you already heard that...""""; there was a terrible consternation, silence, then everybody shouted excitedly """"How could that happen..."""".""",xxpre xxpas,xxsel,xxneg
4056,anger,My younger brother destroyed and gave away some of the books that I had intended to keep for as long as possible.,,xxoth,xxneg
4057,disgust,"""When I heard about the way a parent of a friend had mistreated him, and caused a great instability.""",xxpre xxpas xxfut,xxoth,xxneg
4058,anger,Being insulted by my roommate (she is in the English Class).,,xxoth,xxneg
4059,fear,"""My friend started to misunderstand and hurt me.",xxfut xxpas,xxsel,xxneg
4060,disgust,"""""It was when I drunk urine during my childhood thinking it was water. My friend had urinated in the tin.""",xxpre xxpas xxfut,xxoth,xxneg
4061,joy,I was filled with joy when I heard that I had passed my Secondary school leaving certificate exam.,xxpre xxpas xxfut,xxsel xxoth,xxpos
4062,anger,The sight of a man who ran amok (fighting) at a dance.,,xxoth,xxneg
4063,guilt,Did not return the library book on time.,xxpre xxpas xxfut,xxoth,xxneg
4064,fear,Once late at night (around midnight) a person asked me to give him a lift. He suddenly tried to attack me but I could escape. After this he followed me for a little while.,xxfut xxpas,xxsel,xxneg
4065,sadness,My mother was working with a knife and we were all laughing heartily.  She was not able to control the knife and stuck it deep into her hand.,xxpre xxpas,xxsel,xxneg
4066,guilt,"""I felt guilty when I """"stole"""" the boyfriend of a friend of mine.""",xxpre xxpas xxfut,xxoth,xxneg
4067,shame,Some weeks ago I experienced a day that everything went wrong I broke several things I felt very ashamed for I am not a sloven.,,xxsel,xxneg
4068,sadness,When I heard that my father had passed away.,xxpre xxpas,xxsel,xxneg
4069,sadness,My elder sister scolded me in front of my younger sisters and cousins.  She said that I was very lazy and I felt so sad that I cried myself to sleep.,xxpre xxpas,xxsel,xxneg
4070,shame,When I promised to help a friend over a weekend and did not keep the promise.,,xxsel,xxneg
4071,fear,When I saw a ghost.,xxfut xxpas,xxsel,xxneg
4072,fear,When we could not land our plane and we knew that the fuel was running out.  Bad weather had already frightened us.,xxfut xxpas,xxsel,xxneg
